t_odo p_right p_left v_right v_left
97.206 0.282 0.282 0.198 0.198
97.216 0.284 0.283 0.198 0.198
97.226 0.286 0.285 0.198 0.198
97.236 0.288 0.287 0.198 0.198
97.246 0.29 0.29 0.198 0.202
97.256 0.292 0.292 0.202 0.202
97.266 0.294 0.294 0.202 0.202
97.276 0.296 0.296 0.202 0.202
97.286 0.298 0.298 0.202 0.198
97.296 0.3 0.3 0.198 0.198
97.306 0.302 0.302 0.198 0.198
97.316 0.304 0.303 0.198 0.198
97.326 0.306 0.305 0.202 0.198
97.336 0.308 0.308 0.202 0.202
97.346 0.31 0.31 0.198 0.202
97.356 0.312 0.312 0.202 0.202
97.366 0.314 0.314 0.198 0.202
97.376 0.316 0.316 0.198 0.198
97.386 0.318 0.318 0.202 0.198
97.396 0.32 0.32 0.198 0.198
97.406 0.322 0.322 0.198 0.198
97.416 0.324 0.323 0.202 0.198
97.426 0.326 0.325 0.202 0.198
97.436 0.328 0.327 0.202 0.198
97.446 0.33 0.329 0.202 0.198
97.456 0.332 0.331 0.198 0.198
97.466 0.334 0.333 0.198 0.198
97.476 0.336 0.336 0.198 0.202
97.486 0.338 0.338 0.198 0.202
97.496 0.34 0.34 0.202 0.202
97.506 0.342 0.342 0.202 0.202
97.516 0.344 0.344 0.202 0.198
97.526 0.346 0.345 0.202 0.198
97.536 0.348 0.347 0.198 0.198
97.546 0.35 0.349 0.198 0.198
97.556 0.352 0.352 0.198 0.202
97.566 0.354 0.353 0.198 0.198
97.576 0.356 0.356 0.202 0.202
97.586 0.358 0.357 0.202 0.198
97.596 0.36 0.36 0.202 0.198
97.606 0.362 0.362 0.202 0.202
97.616 0.364 0.364 0.198 0.198
97.626 0.366 0.365 0.198 0.202
97.636 0.368 0.367 0.202 0.198
97.646 0.37 0.369 0.202 0.198
97.656 0.372 0.371 0.202 0.198
97.666 0.374 0.374 0.202 0.202
97.676 0.376 0.376 0.198 0.202
97.686 0.378 0.378 0.198 0.202
97.696 0.38 0.38 0.198 0.202
97.706 0.382 0.382 0.198 0.198
97.716 0.384 0.384 0.198 0.198
97.726 0.386 0.385 0.202 0.198
97.736 0.388 0.387 0.202 0.198
97.746 0.39 0.389 0.202 0.198
97.756 0.392 0.391 0.202 0.198
97.766 0.394 0.394 0.198 0.202
97.776 0.396 0.396 0.198 0.202
97.786 0.398 0.398 0.198 0.202
97.796 0.4 0.4 0.198 0.202
97.806 0.402 0.402 0.198 0.198
97.816 0.404 0.404 0.198 0.198
97.826 0.406 0.405 0.202 0.198
97.836 0.408 0.408 0.202 0.202
97.846 0.41 0.41 0.202 0.202
97.856 0.412 0.412 0.202 0.202
97.866 0.414 0.414 0.198 0.202
97.876 0.416 0.416 0.198 0.198
97.886 0.418 0.418 0.198 0.198
97.896 0.42 0.42 0.198 0.198
97.906 0.422 0.422 0.198 0.198
97.916 0.424 0.424 0.198 0.198
97.926 0.426 0.426 0.198 0.202
97.936 0.428 0.428 0.198 0.202
97.946 0.43 0.43 0.198 0.202
97.956 0.432 0.432 0.202 0.202
97.966 0.434 0.434 0.202 0.198
97.976 0.436 0.436 0.202 0.198
97.986 0.438 0.438 0.202 0.198
97.996 0.44 0.44 0.198 0.198
98.007 0.443 0.442 0.198 0.198
98.017 0.445 0.444 0.198 0.198
98.027 0.447 0.445 0.202 0.198
98.037 0.449 0.448 0.202 0.202
98.047 0.451 0.45 0.202 0.202
98.057 0.453 0.452 0.202 0.202
98.067 0.455 0.454 0.198 0.202
98.077 0.457 0.456 0.198 0.198
98.087 0.459 0.458 0.198 0.198
98.097 0.461 0.46 0.198 0.202
98.107 0.462 0.462 0.198 0.202
98.116 0.464 0.464 0.198 0.202
98.126 0.466 0.466 0.198 0.202
98.136 0.468 0.468 0.202 0.198
98.146 0.47 0.47 0.202 0.198
98.156 0.472 0.472 0.202 0.198
98.166 0.474 0.474 0.202 0.198
98.176 0.476 0.476 0.198 0.202
98.186 0.478 0.478 0.198 0.202
98.196 0.48 0.48 0.198 0.202
98.206 0.482 0.482 0.198 0.202
98.216 0.484 0.484 0.198 0.198
98.226 0.486 0.486 0.202 0.198
98.236 0.488 0.488 0.202 0.198
98.246 0.49 0.49 0.202 0.202
98.256 0.492 0.492 0.202 0.202
98.266 0.494 0.494 0.198 0.202
98.276 0.496 0.496 0.198 0.202
98.286 0.498 0.498 0.198 0.198
98.296 0.5 0.5 0.198 0.198
98.306 0.502 0.502 0.202 0.202
98.316 0.504 0.504 0.202 0.202
98.326 0.506 0.506 0.202 0.202
98.336 0.508 0.508 0.202 0.202
98.346 0.51 0.51 0.198 0.198
98.356 0.512 0.512 0.198 0.198
98.366 0.514 0.514 0.198 0.198
98.376 0.516 0.516 0.202 0.198
98.386 0.518 0.518 0.202 0.198
98.396 0.52 0.52 0.202 0.198
98.406 0.522 0.522 0.202 0.198
98.416 0.524 0.524 0.198 0.198
98.426 0.526 0.526 0.198 0.202
98.436 0.528 0.528 0.198 0.202
98.446 0.531 0.53 0.202 0.202
98.456 0.533 0.532 0.202 0.202
98.466 0.535 0.534 0.202 0.198
98.476 0.536 0.536 0.202 0.198
98.486 0.538 0.538 0.198 0.198
98.496 0.54 0.54 0.198 0.202
98.506 0.543 0.542 0.202 0.202
98.516 0.545 0.544 0.202 0.202
98.526 0.547 0.546 0.202 0.202
98.536 0.549 0.548 0.202 0.198
98.546 0.551 0.55 0.198 0.198
98.556 0.553 0.552 0.198 0.198
98.566 0.555 0.554 0.202 0.198
98.576 0.557 0.556 0.202 0.198
98.586 0.559 0.558 0.202 0.198
98.596 0.561 0.56 0.202 0.202
98.606 0.563 0.562 0.198 0.202
98.616 0.565 0.564 0.198 0.202
98.626 0.567 0.566 0.198 0.202
98.636 0.569 0.568 0.198 0.198
98.646 0.571 0.57 0.202 0.198
98.656 0.573 0.572 0.202 0.198
98.666 0.575 0.574 0.202 0.198
98.676 0.577 0.576 0.202 0.202
98.686 0.579 0.578 0.198 0.202
98.696 0.581 0.58 0.198 0.202
98.706 0.583 0.582 0.198 0.202
98.716 0.585 0.584 0.202 0.198
98.726 0.587 0.586 0.202 0.198
98.736 0.589 0.588 0.202 0.198
98.746 0.591 0.59 0.202 0.202
98.756 0.593 0.592 0.198 0.202
98.766 0.595 0.594 0.198 0.202
98.776 0.597 0.596 0.198 0.202
98.786 0.599 0.598 0.198 0.198
98.796 0.601 0.6 0.198 0.198
98.806 0.603 0.602 0.198 0.198
98.816 0.605 0.604 0.198 0.198
98.826 0.607 0.606 0.202 0.198
98.836 0.609 0.608 0.202 0.198
98.846 0.611 0.61 0.202 0.202
98.856 0.613 0.612 0.202 0.202
98.866 0.615 0.614 0.198 0.202
98.876 0.617 0.616 0.198 0.202
98.886 0.619 0.618 0.198 0.198
98.896 0.621 0.62 0.198 0.198
98.906 0.623 0.622 0.198 0.198
98.916 0.625 0.624 0.198 0.202
98.926 0.627 0.626 0.198 0.202
98.936 0.629 0.628 0.202 0.202
98.946 0.631 0.63 0.202 0.202
98.956 0.633 0.632 0.202 0.198
98.966 0.635 0.634 0.202 0.198
98.976 0.637 0.636 0.198 0.198
98.986 0.639 0.638 0.198 0.202
98.996 0.641 0.64 0.198 0.202
99.006 0.643 0.642 0.198 0.202
99.016 0.645 0.644 0.198 0.202
99.026 0.647 0.646 0.202 0.198
99.036 0.649 0.648 0.202 0.198
99.046 0.651 0.65 0.202 0.198
99.056 0.653 0.652 0.202 0.202
99.066 0.655 0.654 0.198 0.202
99.076 0.657 0.656 0.198 0.202
99.086 0.659 0.658 0.198 0.202
99.096 0.661 0.66 0.198 0.198
99.106 0.663 0.662 0.198 0.198
99.116 0.665 0.664 0.198 0.202
99.126 0.667 0.666 0.202 0.202
99.136 0.669 0.668 0.202 0.202
99.146 0.671 0.67 0.202 0.202
99.156 0.673 0.672 0.202 0.198
99.166 0.675 0.674 0.198 0.198
99.176 0.677 0.676 0.198 0.198
99.186 0.679 0.678 0.198 0.198
99.196 0.681 0.68 0.202 0.202
99.206 0.683 0.682 0.202 0.202
99.216 0.685 0.684 0.202 0.202
99.226 0.687 0.686 0.202 0.202
99.236 0.689 0.688 0.198 0.198
99.246 0.691 0.69 0.198 0.198
99.256 0.693 0.692 0.198 0.198
99.266 0.695 0.694 0.202 0.198
99.276 0.697 0.696 0.202 0.198
99.286 0.699 0.698 0.202 0.198
99.296 0.701 0.7 0.202 0.202
99.306 0.703 0.702 0.198 0.202
99.316 0.705 0.704 0.198 0.202
99.326 0.707 0.706 0.202 0.202
99.336 0.709 0.708 0.202 0.198
99.346 0.711 0.71 0.202 0.198
99.356 0.713 0.712 0.202 0.198
99.366 0.715 0.714 0.198 0.202
99.376 0.717 0.716 0.198 0.202
99.386 0.719 0.718 0.198 0.202
99.396 0.721 0.72 0.198 0.202
99.406 0.723 0.722 0.202 0.198
99.416 0.725 0.724 0.202 0.198
99.426 0.727 0.726 0.202 0.198
99.436 0.729 0.728 0.202 0.198
99.446 0.731 0.73 0.198 0.198
99.456 0.733 0.732 0.198 0.198
99.466 0.735 0.734 0.202 0.198
99.476 0.737 0.736 0.202 0.198
99.486 0.739 0.738 0.202 0.198
99.496 0.741 0.74 0.202 0.202
99.506 0.743 0.742 0.198 0.202
99.516 0.745 0.744 0.198 0.202
99.526 0.747 0.746 0.198 0.202
99.536 0.749 0.748 0.202 0.198
99.546 0.751 0.75 0.202 0.198
99.556 0.753 0.752 0.202 0.198
99.566 0.755 0.754 0.202 0.198
99.576 0.757 0.756 0.198 0.198
99.586 0.759 0.758 0.198 0.198
99.596 0.761 0.76 0.198 0.198
99.606 0.763 0.762 0.198 0.202
99.616 0.765 0.764 0.198 0.198
99.626 0.767 0.766 0.198 0.202
99.636 0.769 0.768 0.198 0.202
99.646 0.771 0.77 0.202 0.198
99.656 0.773 0.772 0.202 0.202
99.666 0.775 0.774 0.202 0.198
99.676 0.777 0.776 0.202 0.198
99.687 0.779 0.778 0.198 0.202
99.697 0.782 0.78 0.202 0.202
99.707 0.784 0.782 0.202 0.202
99.717 0.786 0.784 0.202 0.202
99.727 0.788 0.786 0.202 0.198
99.737 0.789 0.788 0.198 0.198
99.747 0.791 0.79 0.198 0.198
99.757 0.793 0.792 0.198 0.198
99.767 0.795 0.794 0.198 0.198
99.777 0.797 0.796 0.198 0.198
99.787 0.799 0.798 0.198 0.198
99.796 0.801 0.8 0.198 0.202
99.806 0.803 0.802 0.198 0.202
99.816 0.805 0.804 0.198 0.202
99.826 0.807 0.806 0.198 0.202
99.836 0.809 0.808 0.202 0.198
99.846 0.811 0.81 0.202 0.198
99.856 0.813 0.812 0.202 0.198
99.866 0.815 0.814 0.202 0.202
99.876 0.817 0.816 0.198 0.202
99.886 0.819 0.818 0.198 0.202
99.896 0.821 0.82 0.198 0.202
99.906 0.823 0.822 0.198 0.198
99.916 0.825 0.824 0.198 0.198
99.926 0.827 0.826 0.198 0.198
99.936 0.829 0.828 0.198 0.198
99.946 0.831 0.83 0.198 0.198
99.956 0.833 0.832 0.198 0.198
99.966 0.835 0.834 0.198 0.198
99.976 0.837 0.836 0.202 0.202
99.986 0.839 0.838 0.202 0.202
99.996 0.841 0.84 0.202 0.202
100.006 0.843 0.842 0.198 0.202
100.016 0.845 0.844 0.198 0.198
100.026 0.847 0.846 0.198 0.198
100.036 0.849 0.848 0.198 0.198
100.046 0.851 0.85 0.202 0.198
100.056 0.853 0.852 0.198 0.202
100.066 0.855 0.854 0.198 0.202
100.076 0.857 0.856 0.198 0.202
100.086 0.859 0.858 0.198 0.202
100.096 0.861 0.86 0.198 0.198
100.106 0.863 0.862 0.198 0.198
100.116 0.865 0.864 0.202 0.198
100.126 0.867 0.866 0.202 0.202
100.136 0.869 0.868 0.202 0.202
100.146 0.871 0.87 0.202 0.202
100.156 0.873 0.872 0.198 0.198
100.166 0.875 0.874 0.198 0.198
100.176 0.877 0.876 0.198 0.198
100.186 0.879 0.878 0.198 0.198
100.196 0.881 0.88 0.198 0.202
100.206 0.883 0.882 0.202 0.198
100.216 0.885 0.884 0.202 0.198
100.226 0.887 0.886 0.202 0.198
100.236 0.889 0.888 0.202 0.202
100.246 0.891 0.89 0.198 0.202
100.256 0.893 0.892 0.198 0.202
100.266 0.895 0.894 0.198 0.202
100.276 0.897 0.896 0.202 0.198
100.286 0.899 0.898 0.202 0.198
100.296 0.901 0.9 0.202 0.198
100.306 0.903 0.902 0.202 0.198
100.316 0.905 0.904 0.198 0.202
100.326 0.907 0.906 0.198 0.202
100.336 0.909 0.908 0.198 0.202
100.346 0.911 0.91 0.198 0.202
100.356 0.913 0.912 0.198 0.198
100.366 0.915 0.914 0.198 0.198
100.376 0.917 0.916 0.198 0.198
100.386 0.919 0.918 0.202 0.198
100.396 0.921 0.92 0.202 0.198
100.406 0.923 0.922 0.202 0.198
100.416 0.925 0.924 0.202 0.198
100.426 0.927 0.926 0.198 0.198
100.436 0.929 0.928 0.198 0.202
100.446 0.931 0.93 0.198 0.202
100.456 0.933 0.932 0.202 0.202
100.466 0.935 0.934 0.202 0.202
100.476 0.937 0.936 0.202 0.198
100.486 0.939 0.938 0.202 0.198
100.496 0.941 0.94 0.198 0.198
100.506 0.943 0.942 0.198 0.198
100.516 0.945 0.944 0.202 0.202
100.526 0.947 0.946 0.202 0.202
100.536 0.949 0.948 0.202 0.202
100.546 0.951 0.95 0.202 0.202
100.556 0.953 0.952 0.198 0.198
100.566 0.955 0.954 0.198 0.198
100.576 0.957 0.956 0.198 0.198
100.586 0.959 0.958 0.202 0.198
100.596 0.961 0.96 0.202 0.198
100.606 0.963 0.962 0.202 0.198
100.616 0.965 0.964 0.202 0.198
100.626 0.967 0.966 0.198 0.198
100.636 0.969 0.968 0.198 0.198
100.646 0.971 0.97 0.198 0.198
100.656 0.973 0.972 0.202 0.198
100.666 0.975 0.974 0.202 0.198
100.676 0.977 0.976 0.202 0.202
100.686 0.979 0.978 0.202 0.202
100.696 0.981 0.98 0.198 0.202
100.706 0.983 0.982 0.198 0.202
100.716 0.985 0.984 0.198 0.198
100.726 0.987 0.986 0.198 0.198
100.736 0.989 0.988 0.198 0.198
100.746 0.991 0.99 0.198 0.198
100.756 0.993 0.992 0.198 0.202
100.766 0.995 0.994 0.202 0.198
100.776 0.997 0.996 0.202 0.202
100.786 0.999 0.998 0.202 0.202
100.796 1.001 1 0.202 0.198
100.806 1.003 1.002 0.198 0.202
100.816 1.005 1.004 0.198 0.198
100.826 1.007 1.006 0.198 0.198
100.836 1.009 1.008 0.198 0.198
100.846 1.011 1.01 0.202 0.198
100.856 1.013 1.012 0.202 0.202
100.866 1.015 1.014 0.202 0.202
100.876 1.017 1.016 0.202 0.202
100.886 1.019 1.018 0.198 0.202
100.896 1.021 1.02 0.198 0.198
100.906 1.023 1.022 0.198 0.198
100.916 1.025 1.024 0.198 0.198
100.926 1.027 1.026 0.198 0.202
100.936 1.029 1.028 0.198 0.202
100.946 1.031 1.03 0.198 0.202
100.956 1.033 1.032 0.198 0.202
100.966 1.035 1.034 0.198 0.198
100.976 1.037 1.036 0.198 0.198
100.986 1.039 1.038 0.198 0.198
100.996 1.041 1.04 0.198 0.198
101.006 1.043 1.042 0.198 0.202
101.016 1.045 1.044 0.198 0.202
101.026 1.047 1.046 0.198 0.202
101.036 1.049 1.048 0.202 0.202
101.046 1.051 1.05 0.202 0.198
101.056 1.053 1.052 0.202 0.198
101.066 1.055 1.054 0.202 0.198
101.076 1.057 1.056 0.198 0.198
101.086 1.059 1.058 0.198 0.198
101.096 1.061 1.061 0.198 0.202
101.106 1.063 1.062 0.198 0.202
101.116 1.065 1.064 0.198 0.202
101.126 1.067 1.066 0.198 0.202
101.136 1.069 1.069 0.202 0.202
101.146 1.071 1.07 0.202 0.198
101.156 1.073 1.072 0.202 0.198
101.166 1.075 1.074 0.202 0.198
101.176 1.077 1.077 0.198 0.198
101.186 1.079 1.079 0.198 0.202
101.196 1.081 1.081 0.198 0.202
101.206 1.083 1.083 0.202 0.202
101.216 1.085 1.084 0.202 0.198
101.226 1.087 1.086 0.202 0.198
101.236 1.089 1.088 0.202 0.198
101.246 1.091 1.091 0.198 0.202
101.256 1.093 1.093 0.198 0.202
101.266 1.095 1.095 0.198 0.202
101.276 1.097 1.097 0.202 0.202
101.286 1.099 1.099 0.202 0.198
101.296 1.101 1.101 0.202 0.198
101.306 1.103 1.103 0.202 0.198
101.316 1.105 1.105 0.198 0.202
101.326 1.107 1.107 0.198 0.202
101.336 1.109 1.109 0.202 0.202
101.346 1.111 1.111 0.202 0.202
101.356 1.113 1.113 0.202 0.198
101.367 1.116 1.115 0.198 0.198
101.377 1.118 1.117 0.198 0.202
101.387 1.12 1.119 0.198 0.202
101.397 1.122 1.121 0.202 0.202
101.407 1.124 1.123 0.202 0.202
101.417 1.126 1.125 0.202 0.198
101.427 1.128 1.127 0.202 0.198
101.437 1.13 1.129 0.198 0.198
101.447 1.132 1.131 0.202 0.198
101.457 1.134 1.133 0.202 0.198
101.467 1.136 1.135 0.202 0.198
101.477 1.137 1.137 0.202 0.198
101.486 1.139 1.139 0.202 0.202
101.496 1.141 1.141 0.198 0.202
101.507 1.144 1.143 0.202 0.202
101.516 1.146 1.145 0.202 0.202
101.526 1.148 1.147 0.202 0.198
101.536 1.15 1.149 0.202 0.198
101.546 1.152 1.151 0.202 0.198
101.556 1.154 1.153 0.198 0.198
101.566 1.156 1.155 0.202 0.202
101.576 1.158 1.157 0.202 0.202
101.586 1.16 1.159 0.202 0.202
101.596 1.162 1.161 0.202 0.202
101.606 1.164 1.163 0.198 0.198
101.616 1.166 1.165 0.198 0.198
101.626 1.168 1.167 0.198 0.198
101.636 1.17 1.169 0.198 0.202
101.646 1.172 1.171 0.198 0.198
101.656 1.174 1.173 0.202 0.202
101.666 1.176 1.175 0.202 0.202
101.676 1.178 1.177 0.202 0.198
101.686 1.18 1.179 0.202 0.202
101.696 1.182 1.181 0.198 0.198
101.706 1.184 1.183 0.198 0.198
101.716 1.186 1.185 0.202 0.202
101.726 1.188 1.187 0.202 0.202
101.736 1.19 1.189 0.202 0.202
101.746 1.192 1.191 0.202 0.202
101.756 1.194 1.193 0.198 0.198
101.766 1.196 1.195 0.198 0.202
101.776 1.198 1.197 0.198 0.202
101.786 1.2 1.199 0.198 0.202
101.796 1.202 1.201 0.202 0.202
101.806 1.204 1.203 0.202 0.198
101.816 1.206 1.205 0.198 0.198
101.826 1.208 1.207 0.202 0.202
101.836 1.21 1.209 0.198 0.198
101.846 1.212 1.211 0.198 0.198
101.856 1.214 1.213 0.202 0.202
101.866 1.216 1.215 0.198 0.198
101.876 1.218 1.217 0.198 0.202
101.886 1.22 1.219 0.198 0.202
101.896 1.222 1.221 0.198 0.198
101.906 1.224 1.223 0.198 0.198
101.916 1.226 1.225 0.198 0.202
101.926 1.228 1.227 0.198 0.202
101.936 1.23 1.229 0.198 0.202
101.946 1.232 1.231 0.198 0.202
101.956 1.234 1.233 0.202 0.198
101.966 1.236 1.235 0.202 0.198
101.976 1.238 1.237 0.202 0.198
101.986 1.24 1.239 0.202 0.198
101.996 1.242 1.241 0.198 0.202
102.006 1.244 1.243 0.198 0.202
102.016 1.246 1.245 0.198 0.202
102.026 1.248 1.247 0.198 0.202
102.036 1.25 1.249 0.202 0.198
102.046 1.252 1.251 0.202 0.202
102.056 1.254 1.253 0.202 0.202
102.066 1.256 1.255 0.202 0.202
102.076 1.258 1.257 0.198 0.202
102.086 1.26 1.259 0.202 0.198
102.096 1.262 1.261 0.202 0.202
102.106 1.264 1.263 0.202 0.202
102.116 1.266 1.265 0.202 0.202
102.126 1.268 1.267 0.198 0.202
102.136 1.27 1.269 0.198 0.198
102.146 1.272 1.271 0.202 0.198
102.156 1.274 1.273 0.202 0.202
102.166 1.276 1.275 0.202 0.202
102.176 1.278 1.277 0.202 0.202
102.186 1.28 1.279 0.198 0.202
102.196 1.282 1.281 0.198 0.198
102.206 1.284 1.283 0.202 0.198
102.216 1.286 1.285 0.202 0.202
102.226 1.288 1.287 0.202 0.202
102.236 1.29 1.289 0.202 0.202
102.246 1.292 1.291 0.198 0.202
102.256 1.294 1.293 0.198 0.198
102.266 1.296 1.295 0.202 0.198
102.276 1.298 1.297 0.202 0.202
102.286 1.3 1.299 0.202 0.202
102.296 1.302 1.301 0.202 0.202
102.306 1.304 1.303 0.198 0.202
102.316 1.306 1.305 0.198 0.198
102.326 1.308 1.307 0.202 0.198
102.336 1.31 1.31 0.202 0.202
102.346 1.312 1.312 0.202 0.202
102.356 1.314 1.314 0.202 0.202
102.366 1.316 1.316 0.202 0.202
102.376 1.318 1.317 0.202 0.198
102.386 1.32 1.32 0.202 0.202
102.396 1.322 1.322 0.202 0.202
102.406 1.324 1.324 0.198 0.202
102.416 1.326 1.326 0.198 0.202
102.426 1.328 1.328 0.202 0.198
102.436 1.33 1.33 0.202 0.198
102.446 1.332 1.332 0.202 0.198
102.456 1.334 1.334 0.202 0.198
102.466 1.336 1.336 0.198 0.198
102.476 1.338 1.337 0.198 0.198
102.486 1.34 1.339 0.198 0.198
102.496 1.342 1.341 0.198 0.198
102.506 1.344 1.343 0.202 0.198
102.516 1.346 1.345 0.202 0.198
102.526 1.348 1.347 0.202 0.198
102.536 1.35 1.349 0.202 0.198
102.546 1.352 1.351 0.198 0.198
102.556 1.354 1.354 0.198 0.202
102.566 1.356 1.356 0.202 0.202
102.576 1.358 1.357 0.202 0.202
102.586 1.36 1.359 0.202 0.202
102.596 1.362 1.361 0.202 0.198
102.606 1.364 1.363 0.198 0.198
102.616 1.366 1.365 0.198 0.198
102.626 1.368 1.367 0.198 0.198
102.636 1.37 1.369 0.198 0.198
102.646 1.372 1.371 0.198 0.198
102.656 1.374 1.373 0.198 0.198
102.666 1.376 1.375 0.202 0.198
102.676 1.378 1.377 0.202 0.198
102.686 1.38 1.379 0.202 0.198
102.696 1.382 1.381 0.202 0.198
102.706 1.384 1.383 0.198 0.198
102.716 1.386 1.385 0.198 0.198
102.726 1.388 1.387 0.198 0.198
102.736 1.39 1.389 0.202 0.202
102.746 1.392 1.391 0.202 0.202
102.756 1.394 1.393 0.202 0.202
102.766 1.396 1.395 0.202 0.202
102.776 1.398 1.397 0.198 0.198
102.786 1.4 1.399 0.198 0.198
102.796 1.403 1.401 0.202 0.198
102.806 1.404 1.403 0.198 0.198
102.816 1.406 1.405 0.198 0.202
102.826 1.408 1.407 0.198 0.202
102.836 1.41 1.409 0.198 0.202
102.846 1.412 1.411 0.202 0.202
102.856 1.414 1.413 0.202 0.198
102.866 1.416 1.415 0.202 0.198
102.876 1.418 1.417 0.198 0.198
102.886 1.42 1.419 0.198 0.202
102.896 1.422 1.421 0.198 0.202
102.906 1.425 1.423 0.202 0.202
102.916 1.427 1.425 0.202 0.202
102.926 1.428 1.427 0.202 0.198
102.936 1.43 1.429 0.202 0.198
102.946 1.432 1.432 0.198 0.202
102.956 1.434 1.434 0.198 0.202
102.966 1.436 1.436 0.198 0.202
102.976 1.438 1.437 0.198 0.202
102.986 1.44 1.439 0.198 0.198
102.996 1.442 1.442 0.198 0.202
103.006 1.444 1.444 0.198 0.202
103.016 1.447 1.446 0.202 0.202
103.026 1.448 1.448 0.202 0.207
103.036 1.45 1.45 0.202 0.202
103.046 1.452 1.452 0.202 0.202
103.056 1.454 1.454 0.198 0.202
103.066 1.456 1.456 0.198 0.198
103.077 1.459 1.458 0.198 0.198
103.087 1.461 1.46 0.198 0.202
103.097 1.463 1.462 0.202 0.202
103.107 1.465 1.464 0.202 0.202
103.117 1.467 1.466 0.202 0.202
103.127 1.469 1.468 0.202 0.198
103.137 1.471 1.47 0.198 0.198
103.147 1.473 1.472 0.198 0.202
103.157 1.475 1.474 0.202 0.202
103.167 1.477 1.476 0.202 0.202
103.177 1.479 1.478 0.202 0.202
103.187 1.481 1.48 0.202 0.202
103.196 1.483 1.482 0.202 0.202
103.206 1.485 1.484 0.198 0.202
103.216 1.487 1.486 0.198 0.202
103.226 1.488 1.488 0.198 0.198
103.236 1.49 1.49 0.198 0.198
103.246 1.493 1.492 0.202 0.202
103.256 1.495 1.494 0.202 0.202
103.266 1.497 1.496 0.202 0.202
103.276 1.499 1.498 0.202 0.202
103.286 1.501 1.5 0.198 0.198
103.296 1.503 1.502 0.202 0.202
103.306 1.505 1.504 0.202 0.202
103.316 1.507 1.506 0.202 0.202
103.326 1.509 1.508 0.202 0.202
103.336 1.511 1.51 0.198 0.198
103.346 1.513 1.512 0.198 0.198
103.356 1.515 1.514 0.202 0.202
103.366 1.517 1.516 0.202 0.202
103.376 1.519 1.518 0.202 0.202
103.386 1.521 1.52 0.202 0.202
103.396 1.523 1.522 0.198 0.198
103.406 1.525 1.524 0.202 0.198
103.416 1.527 1.526 0.202 0.202
103.426 1.529 1.528 0.202 0.202
103.436 1.531 1.53 0.202 0.202
103.446 1.533 1.532 0.198 0.202
103.456 1.535 1.534 0.198 0.198
103.466 1.537 1.536 0.202 0.198
103.476 1.539 1.538 0.202 0.198
103.486 1.541 1.54 0.202 0.198
103.496 1.543 1.542 0.202 0.198
103.506 1.545 1.544 0.198 0.202
103.516 1.547 1.546 0.202 0.202
103.526 1.549 1.548 0.202 0.202
103.536 1.551 1.55 0.202 0.202
103.546 1.553 1.552 0.202 0.198
103.556 1.555 1.554 0.198 0.198
103.566 1.557 1.556 0.198 0.198
103.576 1.559 1.558 0.202 0.202
103.586 1.561 1.56 0.202 0.202
103.596 1.563 1.562 0.202 0.202
103.606 1.565 1.564 0.202 0.202
103.616 1.567 1.566 0.198 0.198
103.626 1.569 1.568 0.198 0.198
103.636 1.571 1.57 0.202 0.198
103.646 1.573 1.572 0.202 0.198
103.656 1.575 1.574 0.202 0.202
103.666 1.577 1.576 0.202 0.202
103.676 1.579 1.578 0.198 0.202
103.686 1.581 1.58 0.198 0.202
103.696 1.583 1.582 0.198 0.198
103.706 1.585 1.584 0.198 0.198
103.716 1.587 1.586 0.202 0.198
103.726 1.589 1.588 0.202 0.198
103.736 1.591 1.59 0.202 0.198
103.746 1.593 1.592 0.202 0.198
103.756 1.595 1.594 0.198 0.198
103.766 1.597 1.596 0.198 0.202
103.776 1.599 1.598 0.198 0.202
103.786 1.601 1.6 0.202 0.202
103.796 1.603 1.602 0.202 0.202
103.806 1.605 1.604 0.202 0.198
103.816 1.607 1.606 0.202 0.198
103.826 1.609 1.609 0.198 0.202
103.836 1.611 1.61 0.198 0.202
103.846 1.613 1.612 0.198 0.202
103.856 1.615 1.614 0.198 0.202
103.866 1.617 1.616 0.198 0.198
103.876 1.619 1.618 0.198 0.198
103.886 1.621 1.62 0.202 0.198
103.896 1.623 1.623 0.202 0.202
103.906 1.625 1.625 0.202 0.202
103.916 1.627 1.627 0.202 0.202
103.926 1.629 1.629 0.198 0.202
103.936 1.631 1.63 0.198 0.198
103.946 1.633 1.632 0.198 0.198
103.956 1.635 1.634 0.198 0.198
103.966 1.637 1.636 0.198 0.198
103.976 1.639 1.638 0.198 0.198
103.986 1.641 1.64 0.198 0.198
103.996 1.643 1.642 0.202 0.198
104.006 1.645 1.645 0.202 0.202
104.016 1.647 1.647 0.198 0.202
104.026 1.649 1.649 0.202 0.202
104.036 1.651 1.65 0.198 0.202
104.046 1.653 1.652 0.198 0.198
104.056 1.655 1.654 0.202 0.198
104.066 1.657 1.656 0.198 0.198
104.076 1.659 1.658 0.198 0.198
104.086 1.661 1.66 0.198 0.198
104.096 1.663 1.663 0.198 0.202
104.106 1.665 1.665 0.198 0.202
104.116 1.667 1.667 0.202 0.202
104.126 1.669 1.669 0.202 0.202
104.136 1.671 1.67 0.202 0.198
104.146 1.673 1.672 0.202 0.198
104.156 1.675 1.675 0.198 0.202
104.166 1.677 1.677 0.198 0.202
104.176 1.679 1.679 0.198 0.202
104.186 1.681 1.681 0.202 0.202
